date,source,destination,distance_km,congestion_index,time_of_day,weather,day_of_week,festival,actual_travel_time_min,road_type
08-01-2023,Thane,Matunga,39.73,0.89,08:22,Rain,Sunday,,195.1,urban
16-05-2023,Kalyan,Bandra,53.92,1,02:45,Rain,Tuesday,,705,congested
11-12-2024,Bandra,Kurla,5.03,0.78,20:06,Cloudy,Wednesday,,20.1,urban
15-10-2023,Panvel,Dombivli,13.36,0.9,21:24,Clear,Sunday,Navratri,108.7,congested
21-04-2023,Juhu,Lalbaug,15.79,0.8,19:58,Clear,Friday,Eid,57.9,urban
26-12-2023,Sion,Mohammad Ali Road,13.23,0.91,08:42,Rain,Tuesday,,69.8,urban
26-12-2022,Goregaon,Thane,17.7,0.83,22:05,Cloudy,Monday,,59,urban
03-04-2022,Mulund,Colaba,45.32,0.86,06:39,Storm,Sunday,Ramadan Evenings,165.7,urban
06-01-2022,Byculla,Belapur,24.39,0.84,02:03,Clear,Thursday,,77.1,urban
13-11-2022,Thane,Matunga,29.89,0.89,22:47,Cloudy,Sunday,,211.7,congested
29-04-2024,Dadar,Western Express Highway,8.92,0.98,09:38,Cloudy,Monday,,112.1,congested
26-08-2024,Lalbaug,Mohammad Ali Road,5.18,0.78,21:28,Cloudy,Monday,Janmashtami,21.3,urban
25-12-2024,Lalbaug,Vashi,27.49,0.28,16:41,Clear,Wednesday,Christmas/NewYear,29.5,freeway
04-02-2023,Airoli,Borivali,19.18,0.76,00:29,Fog,Saturday,,70.9,urban
30-08-2023,Fort,Andheri,28.7,0.76,13:36,Cloudy,Wednesday,,91.7,urban
07-11-2023,Mohammad Ali Road,Dadar,8.53,1,11:27,Clear,Tuesday,,53.1,urban
01-03-2024,Bandra,Nerul,23.06,0.72,12:45,Cloudy,Friday,,70.3,urban
23-06-2022,Ghatkopar,Mohammad Ali Road,19.23,0.92,10:56,Heavy Rain,Thursday,,137,urban
09-12-2024,Mulund,Lalbaug,37.18,0.3,21:24,Cloudy,Monday,,41.6,freeway
09-12-2024,Colaba,CST,5.99,0.84,23:39,Clear,Monday,,19.7,urban
06-09-2023,Crawford Market,Mohammad Ali Road,2.53,1,01:37,Heavy Rain,Wednesday,Janmashtami,51.9,congested
02-05-2022,Airoli,Chembur,19.34,0.79,21:40,Cloudy,Monday,Eid,67.6,urban
24-03-2024,Kurla,Mulund,18.13,0.9,08:28,Cloudy,Sunday,,177.4,congested
18-06-2022,Crawford Market,Belapur,23.57,0.86,03:25,Rain,Saturday,,80.9,urban
02-12-2024,Malad,Worli,24.03,0.6,20:39,Clear,Monday,,48.2,freeway
02-12-2024,Bandra Kurla Complex,Eastern Freeway Start,8.72,0.82,23:35,Cloudy,Monday,,29,urban
04-10-2023,CST,Dadar,12.31,0.74,03:37,Cloudy,Wednesday,,39,urban
15-09-2024,Kurla,Marine Lines,17.33,1,10:44,Heavy Rain,Sunday,,259.9,congested
17-01-2023,Lalbaug,Thane,43.91,0.91,13:10,Clear,Tuesday,,348.6,congested
21-05-2024,Dadar,Thane,33,0.8,15:17,Clear,Tuesday,,109,urban
19-08-2023,Sion,CST,16.1,0.81,04:00,Rain,Saturday,,50,urban
09-04-2023,Bandra,Thane,29.38,0.23,11:10,Clear,Sunday,,29.2,freeway
18-08-2022,Sion,Panvel,36.49,1,11:41,Heavy Rain,Thursday,Janmashtami,515.9,congested
15-05-2024,Sion,Belapur,21.47,0.95,04:34,Clear,Wednesday,,170.1,congested
23-03-2023,Kalyan,Byculla,53.89,0.99,01:17,Heavy Rain,Thursday,Ramadan Evenings,209.6,urban
21-11-2024,Powai,Thane,17.37,1,17:45,Cloudy,Thursday,,274.7,congested
25-12-2023,Eastern Freeway Start,Kurla,5.49,0.83,00:39,Clear,Monday,Christmas/NewYear,18.2,urban
09-04-2022,Western Express Highway,Goregaon,11.35,0.33,14:23,Clear,Saturday,,12,freeway
12-08-2024,Western Express Highway,Dadar,10.13,0.82,14:41,Rain,Monday,,51,urban
07-10-2022,Chembur,Girgaon,20.35,0.74,08:52,Cloudy,Friday,,51,freeway
22-03-2023,Panvel,Juhu,43.47,0.62,08:10,Clear,Wednesday,Gudi Padwa,87.6,freeway
10-12-2023,Sion,Lalbaug,8.37,0.82,07:55,Clear,Sunday,,32.3,urban
06-09-2023,Lalbaug,Eastern Freeway Start,11.88,0.3,14:24,Rain,Wednesday,Janmashtami,13.3,freeway
11-09-2022,Belapur,Powai,22.36,0.81,01:23,Rain,Sunday,,87.3,urban
14-05-2023,Borivali,Byculla,33.36,0.53,19:10,Clear,Sunday,,56.9,freeway
24-05-2023,Matunga,Sion,2.93,1,19:17,Clear,Wednesday,,22.6,urban
28-08-2024,Chembur,Andheri,12.55,0.99,19:01,Heavy Rain,Wednesday,,188.2,congested
11-12-2022,Lalbaug,Goregaon,23.34,0.99,15:19,Rain,Sunday,,202.3,congested
01-11-2024,Malad,Kalyan,37.44,0.29,06:37,Clear,Friday,Diwali,36.7,freeway
01-07-2023,Sion,Bandra Kurla Complex,5.03,0.92,15:45,Clear,Saturday,,38,congested
12-11-2023,Goregaon,Panvel,38.11,0.75,15:00,Clear,Sunday,Diwali,110,urban
26-02-2024,Eastern Freeway Start,Airoli,16.93,0.9,05:14,Clear,Monday,,150.1,congested
25-04-2023,Goregaon,CST,28.73,0.4,05:55,Clear,Tuesday,,32.3,freeway
31-08-2022,Chembur,Malad,15.97,0.79,23:49,Cloudy,Wednesday,Ganesh Chaturthi,63.7,urban
21-06-2022,Crawford Market,Chembur,15.21,0.98,14:14,Cloudy,Tuesday,,114.8,congested
22-03-2023,Lalbaug,Juhu,15.37,0.82,12:51,Clear,Wednesday,Gudi Padwa,44.3,urban
06-09-2023,Dombivli,Kalyan,21.08,0.75,05:41,Rain,Wednesday,Janmashtami,69.6,urban
25-08-2022,Bandra Kurla Complex,Colaba,23.02,0.82,23:05,Clear,Thursday,,67.5,urban
04-01-2023,Mohammad Ali Road,Vashi,30.57,0.33,04:49,Clear,Wednesday,,32.4,freeway
13-04-2023,Lalbaug,Borivali,41.07,0.62,18:07,Clear,Thursday,,68.4,freeway
20-09-2024,Eastern Freeway Start,Bhandup,14.51,0.77,09:29,Heavy Rain,Friday,,55.7,freeway
25-06-2022,Kalyan,Girgaon,55.49,0.83,00:42,Rain,Saturday,,189.5,urban
06-03-2023,Worli,Dombivli,40.15,1,09:29,Clear,Monday,,602.2,congested
13-02-2024,Borivali,Girgaon,39.46,0.39,12:31,Cloudy,Tuesday,,44.6,freeway
31-12-2024,Juhu,Bandra,6.88,0.94,23:47,Fog,Tuesday,,69.5,congested
22-01-2022,Mohammad Ali Road,Girgaon,0.93,0.82,17:29,Clear,Saturday,,3,urban
03-06-2024,Goregaon,Lalbaug,25.62,0.82,15:58,Rain,Monday,,121.3,urban
13-02-2024,Borivali,Vashi,29.61,0.45,21:57,Fog,Tuesday,,41.6,freeway
03-04-2022,Lalbaug,Panvel,44.5,0.89,08:59,Cloudy,Sunday,Ramadan Evenings,391.6,congested
30-01-2022,Crawford Market,Malad,35.44,0.74,02:24,Clear,Sunday,,100.8,urban
03-04-2024,Sion,Belapur,22.48,0.82,13:19,Cloudy,Wednesday,,67.7,urban
25-06-2022,Bandra Kurla Complex,Mulund,26,0.92,18:43,Rain,Saturday,,142.6,urban
02-04-2022,Worli,Kalyan,61.74,0.26,13:31,Cloudy,Saturday,Gudi Padwa,65.9,freeway
22-12-2024,Lalbaug,Bandra Kurla Complex,9.75,0.8,23:52,Fog,Sunday,,36.7,urban
15-08-2024,Girgaon,Worli,6.2,0.94,10:26,Rain,Thursday,Independence Day,93,congested
12-01-2022,Juhu,Lalbaug,16,0.9,11:47,Cloudy,Wednesday,,136.2,congested
28-10-2023,Marine Lines,Dadar,11.18,0.75,01:43,Clear,Saturday,,32.3,urban
30-08-2023,Panvel,Andheri,36.25,0.81,22:49,Heavy Rain,Wednesday,,99.6,freeway
05-09-2023,Nerul,Bandra,25.76,0.7,19:58,Rain,Tuesday,,51.9,freeway
15-09-2023,Borivali,Ghatkopar,21.82,1,05:35,Heavy Rain,Friday,,285,congested
02-02-2023,Fort,Juhu,21.53,0.92,16:54,Rain,Thursday,,244.6,congested
12-11-2023,Bandra,Belapur,29.17,1,10:18,Heavy Rain,Sunday,Diwali,381.5,congested
15-08-2022,Dombivli,Girgaon,43.17,0.84,20:59,Heavy Rain,Monday,Independence Day,161.9,freeway
02-12-2022,Kurla,Dombivli,32.06,0.48,12:49,Rain,Friday,,41.4,freeway
02-04-2022,Thane,Mohammad Ali Road,47.83,0.38,15:02,Clear,Saturday,Gudi Padwa,53.9,freeway
25-03-2024,Belapur,Colaba,29.3,0.31,21:39,Clear,Monday,Holi,33.1,freeway
07-05-2022,Fort,Mulund,40.06,0.24,01:01,Clear,Saturday,,40.8,freeway
10-04-2024,Fort,Crawford Market,4.86,0.88,18:13,Storm,Wednesday,Eid,24.7,urban
11-03-2024,Bandra,Vashi,21.93,1,16:14,Clear,Monday,Ramadan Evenings,285.4,congested
14-08-2023,Byculla,Sion,6.08,0.75,08:48,Heavy Rain,Monday,,19.2,freeway
18-08-2024,Sion,Western Express Highway,7.34,0.82,02:10,Cloudy,Sunday,,22,urban
06-09-2023,Andheri,Dadar,15.69,0.95,20:03,Heavy Rain,Wednesday,Janmashtami,169.5,urban
05-03-2023,Belapur,CST,31.94,0.28,03:44,Cloudy,Sunday,,31.4,freeway
19-09-2023,Chembur,Powai,7.78,0.79,03:47,Rain,Tuesday,Ganesh Chaturthi,29.8,urban
23-12-2024,Mohammad Ali Road,Belapur,30.54,0.69,19:31,Fog,Monday,,65.7,freeway
20-05-2022,Andheri,Malad,7.14,0.22,22:04,Clear,Friday,,6.9,freeway
09-10-2023,Lalbaug,Dombivli,36.55,0.82,05:00,Clear,Monday,,120.7,urban
07-09-2024,Kurla,Bandra,5.07,0.87,00:07,Heavy Rain,Saturday,Ganesh Chaturthi,25.1,urban
07-03-2024,Worli,Lalbaug,3.11,0.8,00:11,Clear,Thursday,,9,urban
24-05-2024,Airoli,Andheri,20.11,0.86,08:36,Rain,Friday,,111.5,urban
09-05-2022,Belapur,Worli,29.03,0.93,03:19,Clear,Monday,,288.5,congested
29-06-2022,Western Express Highway,Mulund,21.03,0.91,22:36,Cloudy,Wednesday,,165.6,congested
26-10-2023,Belapur,Marine Lines,33.42,0.29,11:57,Clear,Thursday,,33.5,freeway
09-08-2024,Bhandup,Borivali,16.13,0.79,23:32,Rain,Friday,,60.8,urban
30-01-2024,Powai,Western Express Highway,12.72,0.94,01:08,Cloudy,Tuesday,,99.1,congested
27-04-2022,Marine Lines,Mulund,40.96,0.75,12:56,Rain,Wednesday,,108.1,freeway
29-04-2024,Eastern Freeway Start,Kalyan,46.01,0.87,06:00,Rain,Monday,,224.3,urban
15-08-2023,Dombivli,Bandra,32.17,0.84,21:06,Storm,Tuesday,Independence Day,117.5,urban
19-06-2024,Juhu,Borivali,17.6,0.93,05:24,Heavy Rain,Wednesday,,264,congested
06-09-2023,Eastern Freeway Start,Powai,9.89,0.8,06:21,Rain,Wednesday,Janmashtami,35.2,urban
11-03-2024,Worli,Bandra,10.86,1,18:11,Heavy Rain,Monday,Ramadan Evenings,88.3,urban
14-03-2023,Dombivli,Panvel,13.41,0.74,18:00,Cloudy,Tuesday,,36.6,freeway
02-05-2022,CST,Dadar,10.54,0.92,02:27,Storm,Monday,Eid,57.5,urban
17-05-2024,Crawford Market,Mohammad Ali Road,2.98,0.93,17:50,Clear,Friday,,35.4,congested
04-09-2023,Marine Lines,Byculla,7.49,1,10:38,Cloudy,Monday,,92.5,congested
17-06-2023,Borivali,Powai,16.59,0.9,01:49,Cloudy,Saturday,,138.6,congested
12-11-2023,Thane,Goregaon,23.5,0.76,21:21,Clear,Sunday,Diwali,76.5,urban
25-12-2023,Belapur,Sion,22.09,0.97,17:46,Fog,Monday,Christmas/NewYear,148.5,urban
28-07-2022,Kurla,Chembur,4.81,0.84,07:57,Clear,Thursday,,21.2,urban
13-09-2022,Dadar,Dombivli,40.88,0.69,04:09,Heavy Rain,Tuesday,,94.1,freeway
15-01-2024,Fort,Andheri,29.75,0.5,16:33,Fog,Monday,,45,freeway
09-11-2024,Western Express Highway,Andheri,7.17,0.96,04:16,Clear,Saturday,,52.3,congested
16-06-2022,Kurla,CST,18.28,1,05:31,Rain,Thursday,,214.5,congested
13-12-2023,Eastern Freeway Start,Matunga,10.48,0.97,03:18,Clear,Wednesday,,82.5,congested
12-11-2023,Juhu,Byculla,17.03,1,08:00,Cloudy,Sunday,Diwali,201.3,congested
18-08-2022,Borivali,Eastern Freeway Start,30.53,0.71,12:33,Cloudy,Thursday,Janmashtami,85.3,urban
01-10-2023,Kurla,Chembur,4.78,0.9,17:30,Cloudy,Sunday,,49.3,congested
15-12-2024,Girgaon,Fort,3.1,0.83,18:40,Clear,Sunday,,15.8,urban
28-01-2023,Kurla,Malad,13.9,0.4,03:40,Clear,Saturday,,15.7,freeway
18-08-2022,Colaba,Dombivli,49.9,1,14:48,Heavy Rain,Thursday,Janmashtami,483.9,urban
25-12-2022,Western Express Highway,Dadar,9.32,0.93,18:32,Cloudy,Sunday,Christmas/NewYear,82.5,congested
19-09-2023,Bandra Kurla Complex,Kurla,4.85,0.93,10:21,Storm,Tuesday,Ganesh Chaturthi,35.9,urban
25-03-2024,Colaba,Ghatkopar,23.34,1,19:48,Clear,Monday,Holi,309.7,congested
22-03-2023,Panvel,Crawford Market,40.5,0.78,09:59,Clear,Wednesday,Gudi Padwa,164,urban
25-05-2024,Girgaon,Bhandup,38.68,0.88,22:14,Cloudy,Saturday,,306.4,congested
16-10-2022,Girgaon,Vashi,31.45,0.38,11:14,Clear,Sunday,,35,freeway
24-10-2024,Colaba,CST,5.91,0.71,03:07,Cloudy,Thursday,,16.8,urban
02-04-2022,Nerul,Thane,24.23,0.83,05:03,Clear,Saturday,Gudi Padwa,87.5,urban
19-01-2024,CST,Western Express Highway,20.28,1,10:06,Clear,Friday,,124.1,urban
21-03-2022,Mulund,Eastern Freeway Start,21.15,0.83,16:10,Cloudy,Monday,,75.1,urban
22-02-2022,Mulund,Bandra,24.59,0.81,23:31,Clear,Tuesday,,77.9,urban
09-05-2022,Panvel,Chembur,34.15,0.59,18:51,Clear,Monday,,65.2,freeway
24-06-2023,Mohammad Ali Road,Goregaon,30.38,0.76,01:17,Rain,Saturday,,105.9,urban
15-08-2024,Bhandup,Juhu,17.16,0.86,15:54,Rain,Thursday,Independence Day,66.9,urban
02-05-2022,Byculla,Mulund,34.9,0.88,11:00,Clear,Monday,Eid,137.9,urban
25-12-2023,Bhandup,Airoli,6.3,0.86,23:54,Cloudy,Monday,Christmas/NewYear,22.7,urban
29-09-2024,Dadar,Panvel,44.72,0.93,09:10,Rain,Sunday,,515.1,congested
19-10-2023,Marine Lines,Juhu,24.73,1,09:59,Rain,Thursday,,169.5,urban
30-10-2024,Andheri,Airoli,24.17,0.8,02:45,Rain,Wednesday,,80,urban
26-11-2022,Kalyan,Crawford Market,59.38,0.83,16:18,Cloudy,Saturday,,196.7,urban
31-08-2022,Borivali,Andheri,14.79,0.94,22:38,Rain,Wednesday,Ganesh Chaturthi,89.2,urban
01-11-2024,Kurla,Borivali,22.94,0.73,16:07,Cloudy,Friday,Diwali,65.4,urban
27-01-2023,Kalyan,Kurla,43.79,0.77,23:06,Clear,Friday,,133.4,urban
15-08-2022,Crawford Market,Vashi,26.1,0.53,01:11,Rain,Monday,Independence Day,43.1,freeway
15-10-2023,Sion,Dadar,3.38,0.97,22:06,Clear,Sunday,Navratri,27.1,congested
10-03-2022,Byculla,Bhandup,26.91,0.89,01:00,Rain,Thursday,,113.7,urban
16-07-2024,Chembur,Sion,5.49,0.96,20:12,Heavy Rain,Tuesday,,49.8,urban
21-12-2024,Goregaon,Belapur,27.54,0.96,12:32,Clear,Saturday,,195.5,congested
13-06-2023,Worli,Sion,10.45,0.84,16:46,Rain,Tuesday,,33.8,urban
23-04-2024,Marine Lines,Chembur,19.15,0.95,09:13,Clear,Tuesday,,216,congested
31-08-2022,Vashi,Malad,25.69,0.49,23:49,Rain,Wednesday,Ganesh Chaturthi,35.1,freeway
04-05-2022,Chembur,Andheri,10.4,0.99,20:49,Clear,Wednesday,,102.7,congested
25-12-2024,Bhandup,Eastern Freeway Start,15.95,0.86,19:47,Cloudy,Wednesday,Christmas/NewYear,78.3,urban
23-03-2023,Belapur,Mulund,24.65,0.78,16:57,Clear,Thursday,Ramadan Evenings,82,urban
30-10-2023,Kalyan,Sion,51.67,0.48,18:03,Cloudy,Monday,,76.8,freeway
06-03-2023,Sion,Vashi,22.83,0.32,00:51,Clear,Monday,,26.3,freeway
12-11-2023,CST,Fort,1.01,0.79,23:00,Clear,Sunday,Diwali,3.8,urban
07-09-2023,Vashi,Nerul,5.87,0.9,05:15,Cloudy,Thursday,,42,congested
26-08-2024,Fort,Powai,27.82,0.69,14:39,Heavy Rain,Monday,Janmashtami,66.3,freeway
27-08-2022,Bandra Kurla Complex,Dombivli,38.34,0.9,16:16,Clear,Saturday,,325.4,congested
20-11-2023,Crawford Market,Sion,11.56,0.79,03:53,Clear,Monday,,37.2,urban
25-12-2024,Belapur,Ghatkopar,17.33,0.95,22:09,Heavy Rain,Wednesday,Christmas/NewYear,63.8,urban
23-03-2023,Borivali,Girgaon,45.19,0.74,02:32,Clear,Thursday,Ramadan Evenings,137.7,urban
25-07-2022,Colaba,Matunga,17.78,0.94,07:48,Rain,Monday,,265.1,congested
25-12-2024,Bhandup,Marine Lines,36.69,0.73,09:15,Clear,Wednesday,Christmas/NewYear,84.8,freeway
09-12-2023,Malad,Thane,20.92,0.96,21:51,Clear,Saturday,,168.5,congested
29-12-2023,Airoli,Kalyan,18.88,1,06:24,Clear,Friday,,122.1,urban
26-08-2024,Bhandup,Dadar,21.81,0.93,13:50,Cloudy,Monday,Janmashtami,191.2,congested
08-03-2023,Western Express Highway,Malad,15.03,0.98,20:45,Heavy Rain,Wednesday,Holi,86.6,urban
05-02-2024,Thane,Chembur,28.76,0.66,20:24,Fog,Monday,,65,freeway
15-08-2024,Western Express Highway,Marine Lines,22.9,0.9,12:29,Cloudy,Thursday,Independence Day,189.5,congested
04-07-2024,Malad,Nerul,33.5,0.47,22:33,Rain,Thursday,,44.1,freeway
24-03-2024,Bhandup,Borivali,20.42,0.77,08:56,Clear,Sunday,,79.3,urban
15-08-2024,Andheri,Vashi,21.59,1,19:21,Heavy Rain,Thursday,Independence Day,323.9,congested
11-03-2024,Bhandup,Ghatkopar,13.75,0.77,03:07,Rain,Monday,Ramadan Evenings,54.7,urban
20-02-2023,Bhandup,Juhu,19.97,0.99,20:42,Clear,Monday,,200.8,congested
22-05-2023,Worli,Dadar,5.7,0.87,07:51,Clear,Monday,,29.4,urban
08-10-2024,Malad,Andheri,6.96,0.92,06:34,Cloudy,Tuesday,,57.6,congested
23-03-2023,Malad,Kurla,13.71,0.9,17:16,Clear,Thursday,Ramadan Evenings,76.5,urban
06-04-2024,Girgaon,Dombivli,41.85,0.9,11:44,Clear,Saturday,,338.9,congested
25-12-2024,Goregaon,Kalyan,47.87,1,04:46,Storm,Wednesday,Christmas/NewYear,511.4,congested
15-08-2023,Marine Lines,Lalbaug,7.53,1,07:43,Heavy Rain,Tuesday,Independence Day,113,congested
31-03-2023,Kalyan,Vashi,26.57,0.35,04:26,Rain,Friday,,30.2,freeway
19-06-2024,Mulund,Nerul,17.77,0.86,19:44,Rain,Wednesday,,112,urban
03-03-2024,Panvel,Ghatkopar,37.39,0.46,04:33,Rain,Sunday,,49.8,freeway
11-04-2024,Goregaon,Ghatkopar,16.19,0.96,12:25,Clear,Thursday,Gudi Padwa,133.4,congested
11-04-2024,Panvel,Bandra,36.44,0.36,00:48,Clear,Thursday,Gudi Padwa,39.9,freeway
03-04-2022,Fort,Dombivli,44.86,0.49,22:33,Heavy Rain,Sunday,Ramadan Evenings,64.7,freeway
26-08-2024,Nerul,Dadar,24.18,0.97,16:39,Clear,Monday,Janmashtami,220,congested
21-11-2022,Marine Lines,Vashi,28.59,0.36,14:20,Clear,Monday,,30.4,freeway
18-08-2024,Matunga,Colaba,18.1,0.94,23:35,Cloudy,Sunday,,128.2,congested
16-01-2022,Worli,Airoli,40.96,0.58,18:43,Rain,Sunday,,63.3,freeway
12-09-2024,Marine Lines,Vashi,29.71,1,03:28,Heavy Rain,Thursday,,382.7,urban
22-10-2024,Kalyan,Airoli,22.22,0.96,07:13,Clear,Tuesday,,267.8,congested
11-12-2022,Crawford Market,Marine Lines,4.41,0.9,20:11,Clear,Sunday,,18,urban
23-10-2024,Dadar,Mohammad Ali Road,9.11,0.74,23:31,Clear,Wednesday,,29.2,urban
21-06-2022,Airoli,Powai,14.26,1,05:23,Rain,Tuesday,,151,congested
24-10-2022,Marine Lines,Borivali,39.64,0.81,02:34,Heavy Rain,Monday,Diwali,162.8,urban
02-01-2022,Goregaon,Sion,19.02,0.87,17:32,Clear,Sunday,,88.1,urban
12-11-2023,Marine Lines,Worli,7.36,0.97,15:06,Cloudy,Sunday,Diwali,54,congested
11-03-2024,Byculla,Goregaon,27.14,0.61,09:42,Clear,Monday,Ramadan Evenings,50.9,freeway
03-01-2023,Dombivli,Marine Lines,43.62,0.82,13:35,Clear,Tuesday,,138.6,urban
22-03-2024,Mulund,Dadar,27.09,0.96,08:22,Clear,Friday,,253,congested
11-10-2022,Vashi,Matunga,22.98,0.74,06:53,Clear,Tuesday,,68.6,urban
18-08-2022,Dadar,Mohammad Ali Road,10.46,0.88,01:54,Rain,Thursday,Janmashtami,39.4,urban
18-08-2023,CST,Bandra,17.75,0.8,22:46,Cloudy,Friday,,49.8,urban
12-01-2024,Fort,Kurla,21.84,0.79,06:31,Cloudy,Friday,,65.9,urban
19-09-2023,Goregaon,Powai,11.22,1,01:28,Storm,Tuesday,Ganesh Chaturthi,134.6,congested
25-12-2022,Andheri,Sion,13.71,0.77,22:51,Clear,Sunday,Christmas/NewYear,44,urban
11-10-2023,Dombivli,Mohammad Ali Road,49.03,0.98,00:07,Clear,Wednesday,,417.1,congested
11-05-2023,Marine Lines,Powai,32.45,0.4,11:41,Rain,Thursday,,41,freeway
16-12-2022,Malad,Bandra,16,0.55,20:50,Rain,Friday,,28.9,freeway
22-09-2024,Panvel,Chembur,34.04,0.88,13:31,Heavy Rain,Sunday,,239.4,urban
12-11-2024,Thane,Vashi,22.47,0.8,15:47,Clear,Tuesday,,64,urban
02-04-2022,Colaba,Bandra Kurla Complex,20.76,0.76,16:47,Clear,Saturday,Gudi Padwa,59.4,urban
03-05-2022,Bandra,CST,18.09,1,18:53,Clear,Tuesday,,133.6,urban
26-08-2024,Western Express Highway,Lalbaug,11.8,0.9,23:09,Rain,Monday,Janmashtami,64.3,urban
28-09-2022,Andheri,Thane,27.08,0.41,11:41,Rain,Wednesday,,33.3,freeway
03-04-2022,Lalbaug,Bhandup,31.79,0.99,00:42,Storm,Sunday,Ramadan Evenings,239.1,congested
26-03-2023,Marine Lines,Belapur,27.92,0.23,04:36,Clear,Sunday,,28.3,freeway
26-05-2022,Chembur,Marine Lines,24,0.81,06:56,Clear,Thursday,,76.3,urban
04-05-2024,Nerul,Dadar,22.01,0.33,05:17,Cloudy,Saturday,,23.5,freeway
04-02-2022,Nerul,Worli,31.8,0.83,19:45,Fog,Friday,,87,freeway
18-08-2022,Nerul,Borivali,42.61,0.83,08:49,Rain,Thursday,Janmashtami,237.3,urban
08-03-2023,Goregaon,Panvel,49.62,0.9,15:40,Clear,Wednesday,Holi,370.8,congested
03-11-2022,Belapur,CST,30.98,0.76,06:47,Clear,Thursday,,98.9,urban
12-08-2023,Girgaon,Airoli,39.11,0.76,21:18,Cloudy,Saturday,,109.5,urban
19-07-2022,Nerul,Bhandup,19.16,0.84,20:09,Clear,Tuesday,,101.9,urban
26-09-2022,Ghatkopar,Mulund,14.41,0.82,21:08,Rain,Monday,,65.2,urban
08-07-2024,Andheri,Panvel,45,1,06:05,Heavy Rain,Monday,,675,congested
15-08-2024,Byculla,Juhu,15.29,0.77,10:53,Rain,Thursday,Independence Day,37.3,freeway
01-10-2024,Borivali,Crawford Market,36.16,0.27,04:07,Clear,Tuesday,,37.1,freeway
22-10-2023,Thane,Sion,32.23,0.32,14:11,Clear,Sunday,,33.7,freeway
26-08-2024,CST,Mulund,43.68,0.6,06:13,Rain,Monday,Janmashtami,69.1,freeway
03-10-2024,Chembur,Bandra,10.08,0.71,16:13,Clear,Thursday,Navratri,28.1,urban
08-03-2023,CST,Kurla,19.43,0.92,13:59,Clear,Wednesday,Holi,138.1,congested
06-10-2023,Airoli,Girgaon,36.29,0.39,05:46,Clear,Friday,,39.5,freeway
28-12-2024,Bandra,Colaba,19.51,0.98,19:14,Cloudy,Saturday,,251.7,congested
02-05-2022,Colaba,Belapur,33.37,0.62,11:23,Rain,Monday,Eid,54.7,freeway
26-10-2022,Thane,Mulund,8.76,0.84,00:35,Cloudy,Wednesday,Navratri,39.5,urban
01-11-2024,Matunga,Airoli,27.96,0.77,09:54,Cloudy,Friday,,104.2,urban
16-05-2022,Kurla,Belapur,20.86,0.37,12:13,Clear,Monday,,26.2,freeway
14-11-2022,Malad,Mohammad Ali Road,29.08,0.36,06:06,Clear,Monday,,31.1,freeway
06-07-2022,Bandra Kurla Complex,Nerul,24.89,0.98,09:56,Heavy Rain,Wednesday,,224.8,urban
01-09-2024,Crawford Market,Juhu,21.43,1,10:06,Rain,Sunday,,321.4,congested
21-04-2023,Vashi,Bhandup,13.28,0.74,04:39,Clear,Friday,Eid,41.1,urban
19-02-2024,Kurla,Mohammad Ali Road,15.37,0.93,17:51,Fog,Monday,,104.6,urban
16-12-2024,Bhandup,Girgaon,34.23,0.53,15:23,Rain,Monday,,50.9,freeway
25-12-2023,Malad,Bandra,15.74,0.7,18:21,Clear,Monday,Christmas/NewYear,35.7,freeway
18-03-2022,Sion,Crawford Market,11.22,0.83,16:30,Heavy Rain,Friday,Holi,43.5,urban
19-01-2023,Girgaon,Mulund,39.15,0.29,04:14,Clear,Thursday,,41.5,freeway
05-04-2024,Airoli,Vashi,11.96,0.71,05:49,Cloudy,Friday,,34.4,urban
20-09-2023,Nerul,Airoli,17.69,0.79,19:22,Clear,Wednesday,,79.3,urban
31-07-2022,Girgaon,Sion,14.07,0.79,01:25,Clear,Sunday,,39.3,urban
06-04-2023,Bandra Kurla Complex,Juhu,8.03,0.78,23:41,Rain,Thursday,,28.6,urban
29-07-2023,Fort,Powai,29.09,0.94,23:48,Rain,Saturday,,325,congested
18-02-2024,Bandra Kurla Complex,Ghatkopar,7.76,0.78,11:41,Fog,Sunday,,28.7,urban
13-11-2024,Fort,Mohammad Ali Road,4.41,0.19,22:15,Clear,Wednesday,,4.2,freeway
31-03-2024,Lalbaug,Fort,7.23,0.86,20:08,Clear,Sunday,,34.8,urban
10-02-2023,Mohammad Ali Road,Matunga,11.7,0.84,19:06,Clear,Friday,,51.6,urban
03-04-2023,Vashi,Bhandup,11.59,0.77,04:28,Clear,Monday,,38.4,urban
16-10-2024,Vashi,Byculla,28.44,0.97,02:28,Clear,Wednesday,,232.8,congested
10-04-2024,Eastern Freeway Start,Nerul,14.62,0.96,08:27,Clear,Wednesday,Eid,92.4,urban
15-08-2022,Powai,Mulund,10.7,0.93,10:34,Cloudy,Monday,Independence Day,119.4,congested
23-03-2023,Byculla,Chembur,14.48,0.73,12:27,Cloudy,Thursday,Ramadan Evenings,43.8,urban
25-12-2024,Matunga,Andheri,14.87,0.91,18:28,Clear,Wednesday,Christmas/NewYear,155.3,congested
15-12-2022,Girgaon,Kurla,18.03,0.77,21:18,Clear,Thursday,,51.6,urban
26-11-2024,Byculla,Matunga,3.93,0.8,11:46,Clear,Tuesday,,11.6,urban
